"249180010","PSZCZYNA","2023","02","01",1.6,"",.0,"8",3.7,"",8.0,""
"249180010","PSZCZYNA","2023","02","02",1.5,"",.0,"8",4.0,"",8.0,""
"249180010","PSZCZYNA","2023","02","03",-.5,"",.0,"8",2.7,"",8.0,""
"249180010","PSZCZYNA","2023","02","04",-2.5,"",.0,"8",2.7,"",8.0,""
"249180010","PSZCZYNA","2023","02","05",-6.3,"",.0,"8",.7,"",5.0,""
"249180010","PSZCZYNA","2023","02","06",-7.4,"",.0,"8",.7,"",3.7,""
"249180010","PSZCZYNA","2023","02","07",-7.5,"",.0,"8",1.3,"",8.0,""
"249180010","PSZCZYNA","2023","02","08",-3.4,"",.0,"8",1.0,"",4.3,""
"249180010","PSZCZYNA","2023","02","09",-4.7,"",.0,"8",1.3,"",3.3,""
"249180010","PSZCZYNA","2023","02","10",-1.9,"",.0,"8",2.7,"",5.7,""
"249180010","PSZCZYNA","2023","02","11",.6,"",.0,"8",3.7,"",7.3,""
"249180010","PSZCZYNA","2023","02","12",1.6,"",.0,"8",.3,"",6.0,""
"249180010","PSZCZYNA","2023","02","13",2.4,"",.0,"8",2.3,"",8.0,""
"249180010","PSZCZYNA","2023","02","14",3.2,"",.0,"8",.7,"",8.0,""
"249180010","PSZCZYNA","2023","02","15",1.7,"",.0,"8",1.0,"",.0,""
"249180010","PSZCZYNA","2023","02","16",2.3,"",.0,"8",3.3,"",1.7,""
"249180010","PSZCZYNA","2023","02","17",5.7,"",.0,"8",4.0,"",8.0,""
"249180010","PSZCZYNA","2023","02","18",7.7,"",.0,"8",3.3,"",8.0,""
"249180010","PSZCZYNA","2023","02","19",4.4,"",.0,"8",1.7,"",6.0,""
"249180010","PSZCZYNA","2023","02","20",4.5,"",.0,"8",4.7,"",6.3,""
"249180010","PSZCZYNA","2023","02","21",7.8,"",.0,"8",4.7,"",6.7,""
"249180010","PSZCZYNA","2023","02","22",2.9,"",.0,"8",.7,"",5.7,""
"249180010","PSZCZYNA","2023","02","23",2.6,"",.0,"8",.7,"",6.0,""
"249180010","PSZCZYNA","2023","02","24",6.9,"",.0,"8",2.7,"",8.0,""
"249180010","PSZCZYNA","2023","02","25",2.6,"",.0,"8",4.0,"",7.3,""
